SYMBOL,hv20,hv50,hv100,LAST_CLOSE_DT,CLOSE_PX,curiv,Days,Percentile
IEF,4.9,5,6,2020-31-01,114.04,5.69,600,87
IEFA,12,10,10,2020-31-01,63.45,14.33,597,65
IEI,2.3,2.8,3.2,2020-31-01,128.06,2.08,542,9
IEMG,21,17,14,2020-31-01,50.59,20.04,600,77
IEO,23,22,25,2020-31-01,48.09,27.05,599,72
IEP,18,16,18,2020-31-01,63.22,13.47,591,13
IEUR,12,11,11,2020-22-01,48.97,11.6,85,36
IEV,13,11,11,2020-31-01,45.48,12.82,599,39
IEX,19,17,18,2020-31-01,163.85,19.64,598,39
IEZ,28,30,35,2020-31-01,16.78,33.96,600,76
IFF,18,33,31,2020-31-01,131.11,37.6,600,98
IFN,14,16,14,2019-19-08,20.26,20,148,89
IGC,164,121,115,2019-26-06,0.63,166.3,38,60
IGE,14,14,15,2020-31-01,27.59,19.54,531,69
IGF,10,8,9,2019-25-09,49.1,15.23,159,82
IGLB,5,7,8,2020-31-01,69.25,7.13,492,93
IGM,15,13,13,2020-31-01,251.47,20.73,585,42
IGN,18,16,17,2020-30-01,53.18,17.18,585,19
IGOV,6,4.7,5,2020-31-01,50.66,7.47,596,53
IGT,34,29,49,2020-31-01,13.49,42.99,600,52
IGV,15,13,16,2020-31-01,248.67,21.91,598,49
IHAK,13,11,17,2020-22-01,28.46,15.25,37,48
IHDG,12,11,11,2019-25-11,35.9,8.91,49,2
IHE,13,10,12,2020-31-01,159.23,17.9,570,57
IHF,19,15,17,2020-31-01,192.21,28.58,599,100
IHI,13,11,14,2020-31-01,264.6,22.63,593,79
IHRT,0,0,0,2020-31-01,17.68,45.5,8,37
IIIN,58,48,44,2020-31-01,22.37,40.99,583,35
IIIV,26,45,40,2020-31-01,32.29,53.7,128,57
IIN,35,28,48,2020-31-01,17.03,62.31,482,59
IIPR,46,42,51,2020-31-01,89.5,45.03,236,32
IIVI,33,35,39,2020-31-01,33.65,57.04,600,90
IJH,12,10,11,2020-31-01,200.46,20.02,599,94
IJJ,13,11,12,2020-31-01,163.66,25.17,566,97
IJK,12,10,10,2020-31-01,235.06,19.48,599,72
IJR,14,12,13,2020-31-01,80.48,17.79,600,74
IJS,14,13,13,2020-31-01,150.66,18.78,598,68
IJT,14,12,13,2020-31-01,189.96,19.08,598,63
ILF,23,20,20,2020-31-01,31.3,22.43,599,29
ILMN,30,23,30,2020-31-01,290.07,28.59,600,15
ILPT,20,23,20,2020-31-01,22.89,22.92,278,79
IMAX,34,28,25,2020-31-01,16.54,36.5,600,53
IMGN,80,92,102,2020-31-01,4.72,89.18,600,61
IMH,50,59,57,2020-28-01,5.4,82.5,532,80
IMKTA,25,25,24,2020-31-01,41.69,41.64,575,65
IMMR,31,37,35,2020-31-01,7.32,49.25,597,36
IMMU,32,44,56,2020-31-01,18.57,60.13,600,17
IMO,23,21,23,2020-31-01,23.68,22.13,577,36
IMOS,40,34,37,2020-31-01,19.45,38.81,296,90
IMUX,57,84,73,2019-12-04,0.83,214.93,353,93
INAP,196,144,119,2020-31-01,1,163.13,593,98
INCY,44,34,31,2020-31-01,73.07,37.64,600,38
INDA,17,14,18,2020-31-01,34.49,18.34,600,36
INDB,18,17,21,2020-31-01,72.2,25.14,371,59
INDL,48,41,49,2020-31-01,64.23,57.87,589,63
INDY,16,13,17,2020-30-01,37.55,18.67,139,39
INFI,146,105,105,2020-30-01,1.32,145,453,79
INFN,29,35,44,2020-31-01,7.37,75.96,600,85
INFO,16,13,15,2020-31-01,78.86,18.94,600,15
INFY,18,20,32,2020-31-01,10.96,23.59,542,23
ING,19,20,23,2020-27-01,10.87,19.73,550,28
INGN,92,62,58,2020-31-01,44.27,62.3,599,84
INGR,18,19,19,2020-31-01,88,28.62,600,98
INN,23,19,20,2019-27-12,11.09,21.72,118,23
INNT,135,157,135,2019-26-04,0.75,216.51,179,98
INO,140,122,103,2020-31-01,4.53,179.87,600,100
INOV,20,21,31,2020-31-01,20.26,43.95,598,35
INSG,97,79,66,2020-31-01,6.71,87.69,465,70
INSM,48,40,42,2020-31-01,20.54,95.84,600,94
INSP,31,28,36,2020-31-01,74.8,46.14,303,17
INST,9,21,27,2020-29-01,48.84,24.47,574,2
INSW,32,0,0,2020-31-01,22.26,51.99,22,68
INT,25,20,27,2020-31-01,39.12,43.39,597,81
INTC,41,28,26,2020-31-01,63.93,24.31,600,40
INTF,14,11,14,2020-22-01,27.36,11.41,56,69
INTL,26,34,31,2020-31-01,47.66,37.26,568,89
INTU,20,22,21,2020-31-01,280.38,28.97,600,84
INVA,19,23,26,2020-31-01,13.81,42.25,589,65
INVE,103,71,59,2020-31-01,4.74,65.46,593,18
INVH,16,17,16,2020-31-01,31.47,18.41,437,40
INWK,63,50,54,2020-31-01,4.15,79.59,487,96
INXN,21,19,24,2020-31-01,87.03,21,590,5
IO,76,59,61,2020-31-01,5.73,96.29,599,85
IONS,23,24,30,2020-31-01,58.32,38.47,599,4
IOO,12,10,10,2020-31-01,54.14,13.71,346,67
IOSP,18,16,23,2020-31-01,100.73,26.57,575,38
IOVA,58,53,55,2020-31-01,21.74,75.62,558,49
IP,25,20,22,2020-31-01,40.72,22.88,600,49
IPAR,22,36,29,2020-31-01,69.11,27.58,582,23
IPAY,18,14,19,2020-17-01,51.42,14.52,308,6
IPG,15,14,19,2020-31-01,22.7,28.35,600,73
IPGP,42,34,47,2020-31-01,127.67,51.34,600,94
IPHI,32,30,41,2020-31-01,75.96,60.05,600,96
IPHS,2,3.2,37,2019-18-10,31.96,31.49,510,55
IPI,62,58,55,2020-31-01,2.38,55.58,596,22
IPO,16,15,18,2020-27-01,32.78,26.97,114,94
IQ,38,37,46,2020-31-01,22.24,57.71,486,48
IQDF,15,12,13,2020-22-01,24.22,10.32,44,25
IQV,14,17,21,2020-31-01,155.25,26.51,599,72
IR,17,14,17,2020-31-01,133.23,17.84,600,9
IRBO,17,14,18,2019-13-12,26.97,18.75,6,16
IRBT,52,45,44,2020-31-01,47.05,80.15,600,95
IRDM,29,24,33,2020-31-01,25.55,44.54,600,45
IRET,15,17,17,2020-31-01,73.7,43.92,300,92
IRM,13,21,22,2020-31-01,31.61,17.39,600,43
IRT,23,24,21,2020-29-01,14.67,27.08,68,94
IRTC,52,45,50,2020-31-01,85.63,58.23,597,87
IRWD,41,32,35,2020-31-01,12.08,52.01,587,38
ISBC,15,15,17,2019-27-11,12.09,23.91,73,58
ISEE,67,101,163,2020-31-01,6.64,100.9,337,33
ISRA,12,11,10,2019-24-12,36.13,17.73,314,77
ISRG,26,20,25,2020-31-01,559.78,23.8,600,19
IT,16,16,18,2020-31-01,160.78,32.41,600,92
ITA,14,13,13,2020-31-01,227.7,19.39,576,66
ITB,17,15,15,2020-31-01,47.5,21.38,600,46
ITCI,66,252,181,2020-31-01,22.69,80.25,593,31
ITGR,23,20,23,2020-31-01,85.4,37.04,595,48
ITI,29,29,36,2020-31-01,5.06,54.06,543,46
ITM,3,3,3.4,2019-19-08,51.23,103.14,4,25
ITOT,12,9,10,2020-31-01,72.59,15.55,592,76
ITRI,19,16,20,2020-31-01,81.75,38.45,600,75
ITRN,0,0,0,2020-31-01,25.48,25.53,7,71
ITT,20,19,28,2020-31-01,67.08,33.17,600,88
ITUB,31,29,28,2020-31-01,7.61,26.48,596,5
ITW,17,14,20,2020-31-01,174.98,23.14,600,65
IUSG,14,11,11,2019-04-11,69,11.17,96,12
IUSV,11,9,10,2020-31-01,61.25,11.18,80,52
IVAC,48,42,40,2020-29-01,6,66.5,572,87
IVC,41,45,89,2020-31-01,7.69,93.73,592,81
IVE,11,9,10,2020-31-01,126.61,17.46,599,89
IVR,9,12,13,2019-30-09,17.49,15.87,14,42
IVV,12,10,10,2020-31-01,323.24,16.83,599,84
IVW,13,10,10,2020-31-01,198.02,19.45,595,80
IVZ,21,23,27,2020-31-01,17.3,20.62,600,18
IWB,12,9,10,2020-31-01,178.64,23.49,599,98
IWC,12,12,13,2020-31-01,94.89,18.67,597,52
IWD,11,9,9,2020-31-01,133.56,16.14,599,85
IWF,13,11,11,2020-31-01,179.9,19.59,600,83
IWM,12,11,13,2020-31-01,160.53,17.72,600,77
IWN,12,11,12,2020-31-01,121.84,17.15,571,78
IWO,13,12,13,2020-30-01,211.99,16.88,533,46
IWP,13,10,11,2020-31-01,153.95,18.74,599,81
IWR,12,9,10,2020-31-01,59.12,16.21,599,74
IWS,11,9,10,2020-31-01,92.93,19.92,598,96
IWV,12,9,10,2020-30-01,188.27,17.46,586,76
IXC,16,17,17,2020-31-01,27.92,17.38,291,52
IXJ,12,9,10,2020-31-01,67.72,11.69,500,66
IXN,19,15,15,2020-31-01,215.37,31.45,415,98
IXP,12,10,10,2020-31-01,61.58,11.61,386,87
IXUS,13,11,10,2020-31-01,59.93,11.4,443,51
IYE,17,17,20,2020-31-01,28.5,20.16,597,73
IYF,13,10,10,2020-31-01,136.87,14.56,599,51
IYG,16,13,13,2020-31-01,149.28,20.23,590,64
IYH,12,10,11,2020-31-01,210.1,17.78,588,79
IYJ,13,11,12,2020-31-01,166.85,17.31,431,66
IYM,16,13,14,2020-31-01,90.63,18.71,600,65
IYR,10,11,11,2020-31-01,94.57,12.84,600,68
IYT,18,15,16,2020-31-01,189.54,20.85,600,79
IYW,18,14,14,2020-31-01,242.21,22.23,600,69
IYZ,13,10,11,2020-31-01,29.42,10.68,586,4
J,17,21,19,2020-31-01,92.53,26.89,600,70
JACK,15,22,19,2020-31-01,81.75,40.46,600,96
JAG,39,42,51,2020-09-01,8.23,40.53,567,30
JAX,13,17,21,2020-31-01,9.58,47.36,373,85
JAZZ,20,19,23,2020-31-01,143.35,28.83,600,29
JBGS,13,11,12,2020-31-01,40.55,19.59,561,42
JBHT,25,19,20,2020-31-01,107.93,24.36,600,37
JBL,24,27,28,2020-31-01,38.89,33.94,600,74
JBLU,36,27,28,2020-31-01,19.83,30.65,600,64
JBSS,29,21,25,2019-20-08,84.3,37.92,337,89
JBT,26,25,29,2020-31-01,112.99,40.43,600,84
JCI,18,18,19,2020-31-01,39.45,20.66,599,35
JCOM,20,21,22,2020-31-01,95.86,33.94,600,95
JCP,149,105,120,2020-23-01,0.75,88.56,563,70
JD,32,30,31,2020-31-01,37.69,39.54,600,55
JDST,90,89,95,2020-31-01,9.92,86.72,600,71
JE,81,88,105,2020-03-01,1.4,91.88,129,59
JEF,23,19,25,2020-31-01,21.64,24,598,43
JELD,39,34,41,2020-31-01,23.88,49.39,589,92
JETS,25,19,22,2020-31-01,29.84,24.21,549,61
JHG,22,18,31,2020-31-01,25.27,29.3,156,66
JILL,96,114,91,2019-12-11,1.19,88.44,509,80
JJC,17,18,17,2019-19-08,42.37,25.34,472,86
JJG,13,12,14,2020-31-01,44.29,15.24,560,3
JJSF,44,30,25,2020-28-01,165.84,25.42,139,96
JKHY,19,15,15,2020-31-01,149.54,21.74,595,80
JKS,46,50,52,2020-31-01,18.7,59.92,600,53
JLL,14,13,21,2020-31-01,169.82,29.98,599,76
JMEI,52,62,58,2020-31-01,16.5,45.95,575,1
JMIA,134,95,91,2020-31-01,6,111.48,194,90
JNCE,66,88,86,2020-31-01,6.29,114.33,579,83
JNJ,9,9,17,2020-31-01,148.87,15.89,600,48
JNK,5,4.5,3.9,2020-31-01,109.04,3.47,320,22
JNPR,24,19,22,2020-31-01,22.94,22.6,600,9
JNUG,88,86,93,2020-31-01,76.5,88.89,599,70
JO,24,45,36,2020-31-01,33.01,28.65,600,40
JOBS,39,36,38,2020-31-01,72.15,44.68,549,63
JOE,23,26,25,2020-31-01,21.01,26.4,600,52
JP,64,73,81,2019-24-10,1.43,93.13,188,78
JPEM,17,13,15,2020-08-01,56.95,13.56,382,56
JPIN,12,11,10,2020-08-01,57.78,13.41,267,84
JPM,20,17,17,2020-31-01,132.36,20.2,600,67
JPNL,34,28,29,2019-29-11,58.73,42.22,307,24
JPUS,11,9,9,2020-06-01,79.71,8.98,306,28
JRJC,103,232,189,2020-03-01,6.05,219.29,397,98
JUST,11,9,14,2020-22-01,47.3,12.93,88,28
JWA,21,18,24,2019-16-12,44.89,26.8,83,50
JWN,26,39,39,2020-31-01,36.86,43.58,600,83
JYNT,41,33,38,2020-30-01,16.7,52.24,107,68
K,11,12,14,2020-31-01,68.21,19.92,600,41
KAI,20,20,23,2020-22-01,106.6,25.4,352,15
KALA,134,99,87,2020-31-01,5.96,172.62,459,97
KALU,23,20,25,2020-31-01,100.15,31.2,600,92
KAMN,16,14,20,2020-31-01,61.72,46.08,504,99
KAR,21,22,39,2020-31-01,21.02,33.39,598,94
KB,19,21,22,2020-31-01,36.53,30.94,547,67
KBA,27,22,19,2020-31-01,29.53,23.87,516,43
KBAL,29,24,22,2020-29-01,18.78,27.49,297,26
KBE,16,15,16,2020-31-01,44.19,17.09,592,10
KBH,27,26,28,2020-31-01,37.55,29.17,600,7
KBR,17,20,29,2020-31-01,27.2,32.69,600,40
KBWB,17,16,17,2020-31-01,53.93,17.86,509,32
KCE,14,12,14,2020-31-01,60.54,19.23,568,69
KDMN,40,52,73,2020-31-01,4.59,98.38,195,37
KDP,21,17,21,2020-31-01,28.53,23.94,596,69
KE,24,25,34,2020-31-01,16.18,35.83,561,79
KELYA,30,27,28,2020-30-01,17.76,30.36,583,40
KEM,5,9,32,2020-31-01,26.04,42.08,596,10
KEP,20,20,23,2020-24-01,10.57,28.41,338,69
KEX,40,31,28,2020-31-01,73.29,30.62,600,46
KEY,22,20,21,2020-31-01,18.71,20.59,600,4
KEYS,33,29,28,2020-31-01,92.99,37.7,600,95
KFRC,14,13,19,2020-31-01,37.05,36.41,596,77
KFY,16,20,23,2020-31-01,40.98,36.97,596,72
KGC,42,38,43,2020-31-01,5.07,42.36,600,49
KHC,19,19,30,2020-31-01,29.2,43.61,600,98
KIDS,24,31,32,2020-31-01,45.93,48.71,176,34
KIE,12,11,12,2020-31-01,35.45,16.25,599,65
KIM,22,21,19,2020-29-01,19.05,17.12,358,16
KIN,38,33,48,2020-31-01,8.73,79.09,459,71
KIRK,127,148,127,2019-28-10,1.15,151.88,454,99
KKR,31,24,26,2020-31-01,31.9,25.8,600,44
KL,33,52,46,2020-31-01,41.13,39.43,600,15
KLAC,33,33,31,2020-31-01,165.74,37.75,600,94
KLIC,36,30,30,2020-31-01,25.89,32.71,600,14
KLXE,74,133,109,2020-31-01,4.04,103.74,99,88
KMB,11,11,20,2020-31-01,143.24,18.54,600,40
KMI,22,18,16,2020-31-01,20.87,19.4,598,50
KMPH,211,217,185,2019-01-07,0.37,200,220,90
KMPR,22,18,19,2020-31-01,74.42,33.34,551,65
KMT,37,31,37,2020-31-01,31.29,40.69,600,93
KMX,22,25,24,2020-31-01,97.04,27.38,600,40
KN,24,20,22,2020-31-01,19.73,40.94,599,74
KNDI,33,35,37,2020-31-01,3.98,54.96,600,17
KNL,20,22,24,2020-30-01,24.76,27.66,597,43
KNOP,19,17,16,2020-02-01,19.07,12.11,175,3
KNSL,26,27,38,2020-31-01,114.22,33.26,405,77
KNX,23,23,26,2020-31-01,37.08,35.63,600,39
KO,16,12,14,2020-31-01,58.4,14.67,600,63
KOD,44,0,0,2020-31-01,61.07,85.16,34,76
KODK,81,93,76,2020-31-01,3.41,105.64,596,90
KOF,21,17,21,2020-31-01,60.95,19.98,416,8
KOL,22,29,24,2020-24-01,8.36,15.63,301,3
KOLD,51,67,66,2020-31-01,51.87,56.92,598,41
KOP,31,28,42,2020-31-01,31.38,48.47,597,78
KOS,56,60,56,2020-31-01,5.11,66.88,598,93
KPTI,66,57,56,2020-31-01,16.15,111.97,587,82
KR,18,19,27,2020-31-01,26.86,25.85,600,10
KRA,47,42,75,2020-31-01,16.45,52.33,600,92
KRC,18,15,15,2020-31-01,82.57,18.74,566,73
KRE,16,15,17,2020-31-01,54.19,22.54,600,75
KRG,22,22,21,2020-31-01,17.2,18.13,263,23
KRNT,37,33,31,2020-31-01,41.78,43.09,568,11
KRNY,23,17,15,2020-31-01,12.35,20.47,79,41
KRO,27,31,34,2020-31-01,10.84,36.93,600,15
KRP,46,0,0,2020-31-01,14.22,29.77,21,57
KRTX,0,0,0,2020-31-01,94.91,69.35,12,16
KSA,18,17,16,2020-31-01,29.87,16.99,433,6
KSS,31,56,46,2020-31-01,42.75,38.92,600,68
KSU,19,17,20,2020-31-01,168.69,24.49,600,52
KT,18,17,17,2020-06-01,10.42,47.31,153,100
KTB,32,26,33,2020-31-01,38.14,46.27,148,52
KTCC,44,37,34,2020-31-01,5.81,52.22,381,77
KTOS,46,37,43,2020-31-01,18.34,47.49,600,42
KURA,28,34,40,2020-31-01,11.74,75.8,360,83
KVHI,32,26,30,2020-31-01,10.29,41.67,504,42
KW,12,14,16,2020-31-01,21.56,17.7,483,16
KWEB,27,26,25,2020-31-01,48.09,32.82,600,82
KWR,15,19,27,2020-31-01,166.02,31.76,476,68
KYN,21,26,23,2019-19-09,13.11,15.38,87,24
L,16,16,17,2020-31-01,51.45,20.16,600,71
LABD,70,68,66,2020-31-01,14.79,90.31,599,79
LABU,68,65,64,2020-31-01,46.42,84.44,600,76
LAD,33,30,38,2020-31-01,135.64,41.76,600,94
LADR,9,14,12,2019-22-10,18.35,12.58,58,3
LAKE,129,84,63,2020-31-01,13.94,116.3,83,91
LAMR,13,14,15,2020-31-01,92.81,20.32,600,54
LANC,19,18,29,2020-15-01,154.65,29.12,291,94
LAND,17,16,14,2019-07-05,13.23,20.14,108,24
LASR,43,36,52,2020-31-01,17.57,57.36,342,29
LAUR,57,40,35,2020-31-01,20.84,35.46,556,48
LAZ,24,22,23,2020-31-01,41.96,22.64,600,24
LB,62,63,54,2020-31-01,23.16,45.71,600,69
LBAI,18,15,17,2020-06-01,16.24,17.58,288,3
LBJ,70,59,58,2020-31-01,17.39,71.7,209,49
LBRDA,19,17,17,2020-31-01,131.59,20.18,249,1
LBRDK,18,16,17,2020-28-01,132.93,23.18,438,11
LBRT,53,48,52,2020-31-01,8.48,53.2,344,34
LBTYA,30,26,29,2020-31-01,20.52,39.53,600,90
LBTYK,31,27,28,2020-31-01,19.48,37.02,600,72
LBY,31,65,92,2019-04-11,1.33,99.06,451,91
LC,28,31,40,2020-31-01,11.72,52.45,600,48
LCI,60,50,72,2020-31-01,8.14,89.15,600,61
LCII,25,24,26,2020-31-01,107.97,42.1,598,85
LCNB,24,20,23,2020-24-01,16.57,22.97,218,3
LCTX,185,177,146,2019-01-10,1.03,90,417,63
LCUT,34,39,48,2019-20-08,6.96,45.41,228,98
LDL,32,30,54,2020-31-01,20.44,48.07,600,72
LDOS,15,18,21,2020-31-01,100.47,29.83,600,95
LE,39,64,59,2020-31-01,11.65,61.96,599,86
LEA,25,30,32,2020-31-01,123.18,32.17,600,74
LEAF,126,100,99,2020-31-01,3.49,107.59,600,98
LECO,21,18,22,2020-31-01,89.18,28.14,600,87
LEE,214,151,114,2020-31-01,2.11,110.94,381,100
LEG,21,17,27,2020-31-01,47.59,34.95,599,99
LEJU,123,94,85,2020-23-01,1.61,88.13,38,78
LEMB,4.1,10,9,2020-31-01,43.55,8.65,596,18
LEN,22,23,23,2020-31-01,66.36,26.31,600,18
LEVI,20,25,30,2020-31-01,19.64,34.1,215,7
LFC,37,29,26,2020-30-01,11.91,26.81,353,42
LFUS,25,20,26,2020-31-01,176.91,28.68,591,33
LFVN,48,33,35,2020-31-01,16.38,48.22,242,12
LGFA,30,41,75,2020-31-01,9.93,82.53,600,100
LGIH,23,25,30,2020-31-01,79.74,35.32,600,7
LGND,28,29,39,2020-31-01,87.81,54.28,600,78
LH,19,16,16,2020-31-01,175.4,24.8,600,78
LHCG,16,17,26,2020-31-01,145.75,32.46,599,62
LHX,17,20,20,2020-31-01,221.33,25.96,600,80
LII,18,23,23,2020-31-01,232.98,27.92,600,85
LILA,25,26,27,2020-31-01,16.68,31.64,592,33
LILAK,22,26,28,2020-31-01,16.85,35.65,583,57
LIN,20,16,17,2020-31-01,203.13,22.04,600,58
LINC,79,115,100,2020-29-01,2.36,59.69,318,18
LIT,24,18,18,2020-31-01,28.72,24.04,600,83
LITE,30,34,38,2020-31-01,75.77,48.49,600,45
LIVN,22,23,28,2020-31-01,67.97,53.95,596,91
LJPC,162,220,160,2020-31-01,6.85,116.98,592,93
LK,110,88,80,2020-31-01,32.49,131.21,174,100
LKFN,19,15,16,2020-31-01,47.44,20.9,168,33
LKQ,22,18,29,2020-31-01,32.69,35.04,600,94
LL,66,62,61,2020-31-01,7.61,66.99,600,74
LLEX,238,235,264,2019-10-06,0.22,220,266,100
LLNW,55,53,60,2020-31-01,4.99,58.98,600,43
LLY,17,15,18,2020-31-01,139.64,24.95,600,93
LM,22,22,22,2020-31-01,39.15,24.29,600,55
LMAT,20,18,27,2020-31-01,35.99,50.66,415,78
LMNR,38,34,31,2020-31-01,19.52,34.9,568,22
LMNX,18,22,36,2020-31-01,22.68,48.31,578,90
LMRK,15,26,30,2020-31-01,17.45,19.98,183,31
LMT,18,16,15,2020-31-01,428.12,17.69,600,42
LN,4.2,8,46,2020-17-01,49.33,49.41,570,98
LNC,29,25,30,2020-31-01,54.48,30.85,600,90
LNDC,47,35,35,2020-24-01,11.2,44.58,488,88
LNG,25,21,20,2020-31-01,59.24,27.3,600,32
LNN,37,25,26,2020-31-01,100.03,26.97,598,36
LNT,7,11,12,2020-31-01,59.36,16.53,592,69
LNTH,43,36,51,2020-31-01,17.51,53.32,588,47
LOB,32,27,25,2020-31-01,17.48,32.42,584,33
LOCO,19,22,49,2020-31-01,13.78,42.92,600,81
LODE,192,306,215,2020-31-01,0.75,178.75,3,33
LOGI,21,18,21,2020-31-01,44.63,25.57,600,18
LOGM,3.6,28,33,2020-31-01,85.97,49.36,594,97
LOMA,40,49,43,2020-31-01,6.9,51.97,511,25
LONE,57,75,67,2020-27-01,1.82,86.25,341,66
LOOP,53,51,68,2020-31-01,10.06,71.07,227,77
LOPE,37,32,32,2020-31-01,78.28,53.6,600,99
LORL,23,27,23,2020-31-01,32.17,31.66,563,73
LOVE,75,89,87,2020-31-01,11.35,82.22,149,85
LOW,20,18,17,2020-31-01,116.24,24.2,600,56
LPCN,155,134,246,2019-08-11,0.44,148.83,230,60
LPG,39,35,34,2020-31-01,13.12,62.94,582,98
LPI,78,74,71,2020-30-01,1.72,79.17,599,88
LPL,26,43,44,2020-29-01,6.26,46.62,530,92
LPLA,25,19,24,2020-31-01,92.13,27.39,598,22
LPSN,33,31,42,2020-31-01,41.01,47.66,599,59
LPT,23,17,25,2020-31-01,62.65,25.1,419,96
LPX,16,17,24,2020-31-01,30.68,36.63,600,89
LQD,3.8,4.4,5,2020-31-01,131.09,2.52,600,3
LQDH,4.5,4,3.7,2019-05-06,95.39,1.91,4,50
LQDT,37,40,37,2020-31-01,5.32,52.92,515,78
LRCX,35,30,34,2020-31-01,298.21,33.93,600,54
LRGF,12,9,14,2020-22-01,34.03,10.41,80,11
LRN,62,44,48,2020-31-01,16.14,49.13,600,88
LSCC,65,48,47,2020-31-01,18.6,68.47,523,94
LSTR,17,15,19,2020-31-01,110.75,23.2,600,18
LSXMA,12,12,13,2020-27-01,48.57,20.31,539,1
LTC,15,18,18,2020-31-01,46.16,13.85,579,20
LTHM,59,50,50,2020-31-01,9.41,77.25,254,98
LTM,40,36,57,2020-31-01,8.27,29.06,490,3
LTPZ,12,12,13,2020-31-01,77.13,10.15,584,82
LTRPA,46,38,68,2020-24-01,5.89,37.83,592,2
LULU,22,21,21,2020-31-01,239.39,28.61,600,18
LUV,23,18,19,2020-31-01,54.98,26.68,600,55
LVGO,51,52,72,2020-31-01,24.16,71.32,105,42
LVS,38,30,27,2020-31-01,65.31,34.09,600,89
LW,41,27,24,2020-31-01,91.31,22.28,600,40
LX,70,60,52,2020-31-01,13.3,68.91,457,81
LXFR,29,25,26,2020-31-01,15.95,39.8,106,61
LXP,22,21,18,2019-09-09,11.07,18.41,39,38
LXRX,57,83,103,2020-30-01,3.09,116.76,592,87
LXU,62,70,82,2020-31-01,3.02,71.46,579,73
LYB,33,26,28,2020-31-01,77.86,26.47,600,73
LYFT,27,37,40,2020-31-01,47.48,55.9,209,73
LYG,30,44,45,2020-31-01,2.96,29.54,259,53
LYTS,30,29,35,2020-23-01,6.65,38.88,351,14
LYV,25,34,32,2020-31-01,68.16,30.17,600,70
LZB,22,41,33,2020-31-01,30.64,37.52,600,62
M,37,44,43,2020-31-01,15.95,58.3,600,94
MA,21,16,21,2020-31-01,315.94,23.6,600,69
MAA,14,15,14,2020-31-01,137.21,16.04,600,51
MAC,29,29,31,2020-31-01,22.31,28.03,600,58
MACK,52,63,60,2020-31-01,3.07,70.09,596,42
MAG,40,42,42,2020-31-01,10.92,47.07,596,77
MAGA,11,11,17,2020-17-01,28.42,14.7,51,31
MAGS,56,50,45,2020-09-01,4.15,50.31,302,46
MAIN,9,9,13,2020-31-01,43.07,11.32,310,53
MAN,18,16,18,2020-31-01,91.49,25.02,599,25
MANH,17,19,23,2020-31-01,85.46,45.65,600,94
MANT,18,17,26,2020-31-01,80.28,35.12,598,84
MANU,21,32,29,2020-31-01,18.57,30.59,597,80
MAR,26,21,21,2020-31-01,140.06,29.73,600,90
MARA,130,120,106,2019-25-09,1.04,102.97,178,25
MARK,163,125,125,2019-01-04,0.58,186.48,341,97
MAS,19,16,18,2020-31-01,47.52,27.77,600,72
MASI,18,16,19,2020-31-01,170.6,29.3,596,39
MAT,29,33,44,2020-31-01,14.63,61.41,599,88
MATW,28,28,35,2020-30-01,37.32,39.46,387,88
MATX,20,24,29,2020-31-01,36.01,32.45,599,17
MAXR,63,73,82,2020-31-01,15.96,84.33,379,54
MBB,1,1.9,2,2019-05-12,108.86,1.56,484,1
MBI,21,18,26,2020-31-01,9.06,30.91,600,8
MBIO,68,91,80,2020-31-01,3.67,95.19,193,5
MBT,26,21,24,2020-31-01,10.19,28.45,577,33
MBUU,31,26,36,2020-31-01,43.79,50.27,600,78
MBWM,17,15,17,2020-31-01,32.77,20.83,224,23
MC,24,28,33,2020-31-01,36,29.9,500,70
MCBC,17,15,16,2019-10-10,10.55,49.58,216,99
MCC,30,49,50,2020-21-01,2.15,64.38,140,13
MCD,14,12,18,2020-31-01,213.97,15.02,600,35
MCF,80,88,112,2020-31-01,3.91,89.59,510,78
MCFT,43,35,58,2020-31-01,17.57,53.51,536,84
MCHI,25,21,19,2020-31-01,60.11,27.82,600,94
MCHP,37,31,30,2020-31-01,97.48,35.82,600,83
MCHX,48,45,49,2020-31-01,3.41,70.04,252,80
MCK,29,25,31,2020-31-01,142.61,31.5,600,81
MCO,18,14,18,2020-31-01,256.79,27.94,600,91
MCRB,73,71,68,2020-31-01,3.26,122.5,568,97
MCRI,27,22,20,2020-31-01,53.68,30.9,596,72
MCS,23,25,24,2020-31-01,29.15,29.92,588,61
MCY,16,15,25,2020-31-01,49.09,26.54,598,77
MD,32,36,38,2020-31-01,23.07,46.04,575,90
MDB,40,42,49,2020-31-01,163.91,50.65,505,24
MDC,31,27,34,2020-31-01,42.14,26.57,600,26
MDCA,43,51,50,2020-31-01,2.27,128.75,563,91
MDCO,3.9,70,60,2020-03-01,84.9,35.65,596,3
MDGL,38,54,53,2020-31-01,83.02,55.57,374,13
MDIV,10,9,8,2019-03-09,18.44,25.16,8,100
MDLA,45,52,0,2020-31-01,28.22,54.18,64,42
MDLZ,30,21,19,2020-31-01,57.38,16.38,600,17
MDP,32,31,36,2020-31-01,30.05,41.03,598,92
MDR,333,290,277,2020-16-01,0.7,206.77,592,96
MDRX,29,26,32,2020-31-01,8.58,49.45,599,93
MDT,16,13,15,2020-31-01,115.44,20.81,600,81
MDU,15,13,14,2020-31-01,29.61,15.94,356,22
MDY,12,10,11,2020-31-01,365.46,15,575,68
